,name,Largest cavity diameter (?),Pore limiting diameter (?),Largest free pore diameter (?),Density (cm^3/g),Accessible Surface Area (m^2/cm^3),Accessible Surface Area (m^2/g),Nonaccessible Surface Area (m^2/cm^3),Nonaccessible surface area (m^2/g),Accessible volume volume fraction,Accessible Volume (cm^3/g),Nonaccessible Volume (cm^3/g),Metal type,Has open metal site,Type of open metal,Extension,overlap with Free solvent remove COREMOF,from CSD database,public,Has disorder,CSD_overlap_inCoRE,CSD_of_WoS_inCoRE,CSD_overlap_inCCDC,date_CSD,DOI_public,Note,Matched_CSD_of_CoRE,Possible_List_CSD_of_CoRE,,,,,,,,,,,,,,,,,,,,
7536,NIMTEJ_clean,3.06948,2.48242,3.06437,2.15717,0,0,0,0,0.3204,0.148528,0,"Cu,Ce",Yes,Cu,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
7537,NIMVEL_clean,3.05226,2.43205,3.04682,2.1389,0,0,0,0,0.3222,0.150638,0,"Cu,La",Yes,Cu,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
7538,NIMVIP_clean,3.06384,2.47616,3.06108,2.18009,0,0,0,0,0.3174,0.14559,0,"Pr,Cu",Yes,Cu,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
7539,NIMWUD_clean,4.74884,3.19761,4.72938,1.70114,0,0,559.822,329.086,0.4342,0.25524,0,Cd,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
7540,NIMXAK_clean,11.51604,3.85375,11.50661,0.98882,1692.19,1711.32,0,0,0.6486,0.655933,0,Ti,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
7541,NIMXIS_clean,10.63837,6.01154,10.63837,1.05177,1918.06,1823.65,0,0,0.667,0.634168,0,Zn,Yes,Zn,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
7542,NINHOH_clean,6.49972,5.39746,6.49972,1.04902,2642.26,2518.78,0,0,0.76,0.724483,0,Cd,Yes,Cd,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
7543,NINVAI_clean,11.85606,6.40748,11.85606,0.818223,2181.06,2665.61,0,0,0.7028,0.858935,0,Fe,Yes,Fe,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
7546,NIRDAT_clean,4.03016,2.57058,4.03013,2.29595,0,0,127.52,55.5412,0.4702,0.204795,0,Ga,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
7547,NIRDEX_clean,3.13727,2.97363,3.12661,2.08403,0,0,0,0,0.492,0.236081,0,"Cd,Zr",Yes,Cd,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
7548,NIRDOI_clean,3.72516,2.74753,3.7047,1.48024,0,0,34.8731,23.5592,0.3956,0.267255,0,Zn,Yes,Zn,clean,Y,Y,Y,DISORDER,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
7549,NIRFIE_clean,4.91681,4.19541,4.74683,1.50398,326.541,217.118,372.303,247.545,0.4758,0.316361,0,"Zn,Co",Yes,Zn,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
7550,NIRGAY_clean,8.4539,5.80719,8.43976,0.806367,1866.49,2314.69,0,0,0.644,0.798644,0,Mn,Yes,Mn,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
7551,NIRKAB_clean,6.92969,3.36489,6.92969,1.45312,1377.63,948.051,0,0,0.547,0.376432,0,"Si,Al",No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
7553,NIRMUW_clean,4.28887,3.01391,4.28887,1.9678,0,0,453.774,230.6,0.3832,0.194735,0,Ba,Yes,Ba,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
7552,NIRMUW01_clean,4.27461,3.01125,4.27461,1.9734,0,0,400.717,203.06,0.3848,0.194994,0,Ba,Yes,Ba,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
7554,NIRNAD_clean,4.25391,3.23786,4.23073,1.77484,0,0,431.68,243.221,0.3624,0.204187,0,Sr,Yes,Sr,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
7556,NISBEX_clean,4.31898,3.41744,4.31844,1.44504,366.268,253.467,91.9485,63.6306,0.472,0.326636,0,La,Yes,La,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
7557,NISCOJ_clean,4.58385,2.97979,4.55532,1.18763,0,0,570.578,480.435,0.48,0.404167,0,Zn,Yes,Zn,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
7558,NISPEL_charged,5.69424,3.91942,5.43239,1.32791,1077.9,811.729,0,0,0.5284,0.397919,0,Zn,No, ,charged,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
7559,NISPOV_clean,4.71107,2.81394,4.69976,1.97219,0,0,427.339,216.682,0.4068,0.206268,0,Zn,Yes,Zn,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
7560,NITADY_clean,3.77402,2.52706,3.76654,1.93204,0,0,103.687,53.6672,0.4868,0.251962,0,Dy,Yes,Dy,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
7561,NIVNOW_clean,4.9886,3.10602,4.9886,1.76087,0,0,889.731,505.28,0.502,0.285087,0,"W,Cu",Yes,Cu,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
7562,NIVNUC_clean,5.02349,3.15608,4.44899,1.74877,0,0,914.58,522.985,0.5046,0.288546,0,"W,Cu",Yes,Cu,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
7563,NIVWIY_clean,4.39358,2.64193,4.39358,3.03193,0,0,321.105,105.908,0.4102,0.135293,0,Gd,No, ,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
7564,NIVZOJ_clean,9.94924,7.55081,9.94924,0.836734,2096.15,2505.16,0,0,0.7358,0.879372,0,Ag,Yes,Ag,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
7565,NIWPIU_clean,2.95059,2.46707,2.95059,1.40092,0,0,0,0,0.4312,0.307798,0,Mg,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
7570,NIWZIE09_clean,2.94829,2.40622,2.94829,1.41143,0,0,0,0,0.4258,0.30168,0,Mg,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
7571,NIWZIE10_clean,2.94277,2.42438,2.94277,1.41137,0,0,0,0,0.4276,0.302967,0,Mg,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
7572,NIWZIE11_clean,2.93405,2.44869,2.93405,1.41106,0,0,0,0,0.4344,0.307854,0,Mg,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
7573,NIWZIE12_clean,2.93723,2.45252,2.93723,1.41019,0,0,0,0,0.4346,0.308186,0,Mg,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
7574,NIWZIE13_clean,2.937,2.45268,2.937,1.41077,0,0,0,0,0.4344,0.307917,0,Mg,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
7575,NIWZIE14_clean,2.94138,2.45698,2.94138,1.40904,0,0,0,0,0.4354,0.309005,0,Mg,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
7576,NIWZIE15_clean,2.94235,2.46148,2.94235,1.40723,0,0,0,0,0.4362,0.309972,0,Mg,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
7577,NIWZIE16_clean,2.94952,2.46551,2.94952,1.40557,0,0,0,0,0.4372,0.311048,0,Mg,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
7578,NIWZIE17_clean,2.95696,2.47171,2.95696,1.40189,0,0,0,0,0.4388,0.313007,0,Mg,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
7579,NIWZIE18_clean,2.95153,2.47294,2.95153,1.40313,0,0,0,0,0.4366,0.311162,0,Mg,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
7580,NIXFUX_clean,5.80422,4.41238,5.80422,1.31112,1183,902.282,0,0,0.4944,0.377082,0,Cd,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
7581,NIXGIM_clean,5.89002,4.11735,5.89002,1.13414,748.182,659.694,115.507,101.845,0.4764,0.420056,0,Cd,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
7583,NIXKIQ_clean,10.7322,9.85354,10.72549,0.912018,1850.3,2028.8,0,0,0.6804,0.746038,0,Zn,Yes,Zn,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
7584,NIXPOA_clean,5.73914,2.56703,5.73254,1.56162,0,0,737.384,472.192,0.4824,0.30891,0,Ag,Yes,Ag,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
7585,NIYJAI_clean,5.86863,4.46882,5.70658,1.13108,1072.3,948.033,0,0,0.5246,0.463806,0,Cd,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
7586,NIYZIG_clean,9.1257,4.85174,9.11367,0.956862,1879.49,1964.22,0,0,0.637,0.665718,0,Zn,Yes,Zn,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
7588,NIZNAN_clean,5.62761,3.49058,5.62761,1.17342,1545.25,1316.88,0,0,0.567,0.483203,0,Tb,Yes,Tb,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
7590,NIZZAY_clean,8.39896,7.78516,8.38426,1.2112,2073.27,1711.74,0,0,0.6754,0.557627,0,Zn,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
7591,NIZZEC_clean,8.3208,7.63206,8.31922,1.20763,2065.46,1710.34,0,0,0.6766,0.560269,0,Zn,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
7592,NIZZIG_clean,8.38921,7.68868,8.37589,1.19762,2072.68,1730.66,0,0,0.6836,0.570798,0,Zn,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
7593,NIZZOM_clean,8.52507,7.77175,8.50752,1.1812,2086.39,1766.33,0,0,0.685,0.579917,0,Zn,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
7594,NOBVOR_clean,5.28259,5.11208,5.27848,1.1717,1472.77,1256.95,0,0,0.5292,0.451653,0,Co,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
7595,NOBWEI_clean,16.2907,8.53738,15.52508,0.913809,1825.25,1997.41,0,0,0.7398,0.809579,0.000218864,Cu,Yes,Cu,clean,Y,Y,Y,DISORDER,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
7596,NOBWUY_clean,18.86887,5.20776,18.51864,1.04767,2167.65,2069.01,0,0,0.7276,0.694493,0,Cu,Yes,Cu,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
7597,NOCKOG_clean,5.62673,5.01808,5.62673,1.04593,1347.49,1288.32,0,0,0.553,0.528716,0,Mg,Yes,Mg,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
7598,NOCKUM_clean,6.00758,5.1022,6.00758,1.07326,1338.2,1246.86,0,0,0.5502,0.512645,0,Ca,Yes,Ca,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
7602,NOCLOH_clean,5.4394,4.78188,5.37771,1.31451,1235.22,939.686,0,0,0.5324,0.405018,0,Sr,Yes,Sr,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
7599,NOCLOH01_clean,5.48382,4.82541,5.46744,1.30816,1237.43,945.928,0,0,0.5374,0.410806,0,Sr,Yes,Sr,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
7600,NOCLOH02_clean,5.50015,4.83636,5.44966,1.30452,1262.04,967.436,0,0,0.5462,0.418699,0,Sr,Yes,Sr,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
7601,NOCLOH03_clean,5.53774,4.87922,5.44835,1.29563,1278.59,986.85,0,0,0.5392,0.416168,0,Sr,Yes,Sr,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
7603,NOCLUN_clean,6.26764,5.77209,6.22951,1.07441,1685.14,1568.43,0,0,0.6158,0.57315,0,Sr,Yes,Sr,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
7604,NOCYUB_clean,4.54438,4.10807,4.54438,1.72564,433.752,251.357,0,0,0.3964,0.229712,0,"Sr,Zn",Yes,Sr,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
7605,NOCZAI_clean,4.42954,4.04745,4.42954,1.74484,414.324,237.458,0.705302,0.404222,0.3944,0.226039,0,"Sr,Ni",Yes,Sr,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
7606,NODKAT_clean,4.87174,3.58316,4.87174,1.20089,870.838,725.159,0,0,0.5258,0.437841,0,In,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
7607,NODKEX_clean,5.07245,4.30959,5.07245,1.09741,1894.95,1726.75,0,0,0.5778,0.526513,0,In,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
7608,NODKIB_clean,5.63153,3.9554,5.61978,1.17451,1015.77,864.844,0,0,0.5246,0.446654,0,In,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
7609,NODKOH_clean,5.43236,4.66054,5.43106,1.05473,1385.41,1313.52,0,0,0.5884,0.557866,0,In,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
7610,NODKUN_clean,8.11946,6.79716,8.07056,0.764763,2379.51,3111.44,0,0,0.6852,0.895963,0,In,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
7614,NOFDUI_clean,4.93531,4.06199,4.92703,1.21153,1000.68,825.958,0,0,0.4872,0.402135,0,Co,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
7615,NOFHOG_clean,6.65675,5.09348,6.63927,0.822826,2730.97,3319.01,0,0,0.6932,0.842462,0,Eu,Yes,Eu,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
7619,NOFPUT_clean,5.08894,2.45444,5.07966,1.89637,0,0,229.391,120.963,0.4234,0.223268,0,"Bi,Na",Yes,"Bi,Na",clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
7620,NOFQAB_clean,21.07333,4.609,21.07333,0.947534,1218.66,1286.14,157.272,165.98,0.655,0.691268,0,Zn,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
7622,NOFQII_clean,6.19412,3.25534,6.19412,1.72407,0,0,887.547,514.797,0.5158,0.299175,0,"La,Eu",No, ,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
7623,NOFQIK_clean,4.9549,4.61383,4.95259,1.45912,792.567,543.181,0,0,0.5256,0.360216,0,Cu,Yes,Cu,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
7624,NOFQOQ_clean,5.26068,4.9317,5.26068,1.52336,805.604,528.834,0,0,0.5044,0.331111,0,Cu,Yes,Cu,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
7626,NOFRIK_clean,4.43188,3.71354,4.43188,2.7873,333.157,119.527,0,0,0.2724,0.0977288,0,"Cu,Tb",Yes,Cu,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
7627,NOGDAP_clean,6.90613,3.48821,6.90608,1.43733,1400.84,974.616,0,0,0.5538,0.385299,0,Al,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
7628,NOHFOG_clean,5.40858,4.54107,5.33613,1.66638,1542.3,925.536,0,0,0.5474,0.328496,0,Er,Yes,Er,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
7629,NOHHID_clean,3.94586,2.86576,3.94586,1.69888,0,0,60.508,35.6164,0.3866,0.227562,0,Cu,Yes,Cu,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
7630,NOHKIG_clean,4.45859,3.20693,4.44592,1.98307,0,0,535.542,270.057,0.3892,0.196261,0,"Tb,Na",Yes,"Tb,Na",clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
7631,NOHKOM_clean,4.47987,3.22897,4.46706,1.95435,0,0,556.611,284.807,0.3942,0.201704,0,"Gd,Na",Yes,"Gd,Na",clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
7632,NOHKUS_clean,4.5036,3.24475,4.49023,1.91526,0,0,583.982,304.91,0.3962,0.206865,0,"Na,Eu",Yes,"Na,Eu",clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
7633,NOHLAZ_clean,4.58304,3.41283,4.57147,1.83959,742.915,403.849,0,0,0.415,0.225594,0,"Na,Sm",Yes,"Na,Sm",clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
7634,NOHLED_clean,4.02474,3.01362,3.77521,2.02092,0,0,133.099,65.8606,0.3242,0.160422,0,"Na,Ce",Yes,Na,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
7635,NOHQEI_clean,10.43188,7.39379,10.43163,0.730087,2047.09,2803.9,0,0,0.7394,1.01276,0,In,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
7637,NOHSIM_clean,4.94525,3.77888,4.76061,1.43422,1498.07,1044.52,0,0,0.608,0.423923,0,Zn,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
7636,NOHSIM01_clean,4.97938,3.79602,4.89937,1.44217,1518.59,1052.99,0,0,0.5942,0.412019,0,Zn,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
7638,NOHSUA_clean,8.36544,4.75817,8.32279,0.872139,1620.2,1857.73,0,0,0.5908,0.677415,0,Ca,Yes,Ca,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
7639,NOJBOF_clean,3.44679,2.44133,3.34009,1.61963,0,0,4.25882,2.62949,0.4076,0.251662,0,Cd,Yes,Cd,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
7640,NOJMOP_clean,3.37427,2.42599,3.37427,1.68621,0,0,0.493,0.292371,0.4162,0.246825,0,Cu,Yes,Cu,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
7641,NOKJON_clean,7.47331,5.41094,7.47331,2.39941,2004.26,835.312,0,0,0.6598,0.274984,0,"Zn,U",Yes,U,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
7642,NOKLIJ_clean,11.48526,10.66621,11.48526,1.19832,1550.1,1293.56,0,0,0.646,0.539086,0,Ni,Yes,Ni,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
7643,NOKPEJ_clean,4.49218,3.71025,4.45459,1.6407,696.202,424.332,0.828968,0.505252,0.5208,0.317425,0,Cd,Yes,Cd,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
7644,NOLQUA_clean,4.41855,2.40361,4.33448,1.16203,0,0,151.853,130.679,0.4324,0.372106,0,Mn,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
7645,NOLRIR_clean,4.87159,3.04039,4.86501,1.41589,0,0,1099.18,776.318,0.5238,0.369944,0,Cd,Yes,Cd,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
7646,NOMKUX_clean,8.6673,3.18545,8.64817,1.0495,0,0,1585.89,1511.09,0.6718,0.640112,0,Ag,Yes,Ag,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
7647,NOMPOW_clean,10.08543,5.68643,10.01287,0.89499,1881.89,2102.69,0,0,0.632,0.706153,0,Co,Yes,Co,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
7648,NOMQAJ01_clean,4.90223,3.68918,4.90223,1.31657,708.381,538.05,0,0,0.45,0.341797,0,Zn,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
7649,NOPJOT_clean,6.1592,4.69936,6.14418,1.00061,2117.03,2115.74,0,0,0.6142,0.613825,0,Mn,Yes,Mn,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
7651,NOPJUZ_clean,3.58481,2.58089,3.54259,1.31182,0,0,38.1388,29.0732,0.414,0.315593,0,Ni,Yes,Ni,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
7650,NOPJUZ01_clean,3.58325,2.55764,3.46955,1.35106,0,0,13.6329,10.0905,0.4004,0.296359,0,Ni,Yes,Ni,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
7652,NOQGIL_clean,5.92124,2.51537,5.89499,1.37002,0,0,377.073,275.231,0.4512,0.329338,0,Zn,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
7653,NOQKOV_clean,5.57218,4.25994,5.56937,1.06467,1684.1,1581.8,0,0,0.536,0.503441,0,Co,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
7654,NOQKUB_clean,5.39399,4.39499,5.39187,1.00245,1858.17,1853.63,0,0,0.55,0.548657,0,Co,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
7656,NOQLOV_charged,3.28229,2.60834,3.23871,1.99902,0,0,0,0,0.4154,0.207802,0,In,No, ,charged,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
7655,NOQLOV01_charged,3.28042,2.68317,3.28037,1.97668,0,0,0,0,0.4262,0.215614,0,In,No, ,charged,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
7657,NOQNOY_clean,5.31837,2.93234,4.66391,1.34891,0,0,739.909,548.525,0.49,0.363257,0,"Ca,Ce",Yes,Ca,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
7658,NOQPAM_clean,3.67254,2.67734,3.22252,2.07701,0,0,34.0309,16.3845,0.3774,0.181703,0,"Ba,Ce",Yes,Ba,clean,N,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
7659,NORBUT_clean,5.08002,3.51252,5.07961,1.76418,163.887,92.8971,0,0,0.4354,0.246801,0,"Ba,Zn",Yes,"Ba,Zn",clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
7660,NORGOS_clean,4.94677,3.43492,4.94677,1.7289,141.415,81.7948,0,0,0.4202,0.243045,0,"Ba,Co",Yes,"Ba,Co",clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
7661,NORJEL_clean,5.31637,3.35897,5.31637,1.32593,596.751,450.061,0,0,0.4528,0.341496,0,Cd,Yes,Cd,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
7662,NORPIV_clean,6.29764,3.5453,6.29184,1.24357,1408.14,1132.34,0,0,0.575,0.46238,0,Zn,Yes,Zn,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
7663,NOSHEK_clean,5.7194,3.87373,5.09672,1.68613,1874.51,1111.72,0,0,0.614,0.364148,0,U,Yes,U,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
7664,NOSHIO_clean,5.46118,3.24444,5.46118,1.79774,0,0,1325.4,737.259,0.5886,0.327411,0,U,Yes,U,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
7665,NOSJIQ_charged,6.56002,4.40515,6.56002,2.09187,568.118,271.583,75.6928,36.1842,0.444,0.21225,0,"Dy,Cu",Yes,Cu,charged,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
7667,NOSTUM_clean,5.81524,5.30062,5.7997,0.959933,1717.62,1789.31,0,0,0.6084,0.633794,0,Mg,Yes,Mg,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
7666,NOSTUM01_clean,6.02005,5.48184,6.00511,0.946326,1720.55,1818.13,0,0,0.6136,0.648402,0,Mg,Yes,Mg,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
7668,NOWGIR_clean,9.36325,6.59726,9.2981,1.43951,1651.33,1147.14,0,0,0.634,0.440427,0,Ag,Yes,Ag,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
7670,NOZZOT_charged,5.22107,2.8779,5.21505,1.40327,0,0,551.659,393.125,0.4504,0.320966,0,"Cd,Si",No, ,charged,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
7672,NUBBAP_clean,14.05418,6.66438,11.10621,0.762781,2298.42,3013.21,0,0,0.7708,1.01051,0,Zn,Yes,Zn,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
7673,NUBPIL_clean,11.57277,9.78079,11.57277,0.608967,2225.04,3653.8,0,0,0.7688,1.26247,0,Cu,Yes,Cu,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
7674,NUCBIY_clean,5.06822,3.86536,5.06061,1.18684,700.396,590.137,0,0,0.4806,0.404942,0,Zn,No, ,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
7675,NUCCEV_clean,6.52615,3.99784,6.52615,1.00465,1502.03,1495.08,0,0,0.556,0.553427,0,Cu,Yes,Cu,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
7676,NUCPEI_clean,6.7664,4.45805,6.7664,1.03972,2105.55,2025.11,0,0,0.6338,0.609585,0,Zn,Yes,Zn,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
7677,NUCPIM_clean,6.80799,4.4618,6.75728,1.08855,2111.95,1940.16,0,0,0.652,0.598964,0,Zn,Yes,Zn,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
7679,NUCREJ_clean,4.13308,3.35735,4.13308,1.63646,223.934,136.841,0,0,0.4364,0.266673,0,Zn,Yes,Zn,clean,Y,Y,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
